ID1,ID2,r,r_cat
6002033,6002079,0.25,"[0.25,0.5)"
6002033,6002080,0.25,"[0.25,0.5)"
6002033,6002726,0.5,"[0.5,1)"
6002033,6002727,0.5,"[0.5,1)"
6002034,6002035,0.5,"[0.5,1)"
6002034,6002036,0.5,"[0.5,1)"
6002034,6002037,0.5,"[0.5,1)"
6002034,6002728,0.5,"[0.5,1)"
6002034,6002729,0.5,"[0.5,1)"
6002035,6002014,0.25,"[0.25,0.5)"
6002035,6002015,0.125,"[0.125,0.25)"
6002035,6002016,0.125,"[0.125,0.25)"
6002035,6002032,0.5,"[0.5,1)"
6002035,6002033,0.25,"[0.25,0.5)"
6002035,6002034,0.5,"[0.5,1)"
6002035,6002036,0.5,"[0.5,1)"
6002035,6002037,0.5,"[0.5,1)"
6002035,6002077,0.25,"[0.25,0.5)"
6002035,6002078,0.25,"[0.25,0.5)"
6002035,6002079,0.125,"[0.125,0.25)"
6002035,6002080,0.125,"[0.125,0.25)"
6002035,6002726,0.125,"[0.125,0.25)"
6002035,6002727,0.125,"[0.125,0.25)"
6002035,6002728,0.25,"[0.25,0.5)"
6002035,6002729,0.25,"[0.25,0.5)"
6002035,6002763,0.125,"[0.125,0.25)"
6002035,6002764,0.125,"[0.125,0.25)"
6002036,6002014,0.25,"[0.25,0.5)"
6002036,6002015,0.125,"[0.125,0.25)"
6002036,6002016,0.125,"[0.125,0.25)"
6002036,6002032,0.5,"[0.5,1)"
6002036,6002033,0.25,"[0.25,0.5)"
6002036,6002034,0.5,"[0.5,1)"
6002036,6002035,0.5,"[0.5,1)"
6002036,6002037,0.5,"[0.5,1)"
6002036,6002077,0.25,"[0.25,0.5)"
6002036,6002078,0.25,"[0.25,0.5)"
6002036,6002079,0.125,"[0.125,0.25)"
6002036,6002080,0.125,"[0.125,0.25)"
6002036,6002726,0.125,"[0.125,0.25)"
6002036,6002727,0.125,"[0.125,0.25)"
6002036,6002728,0.25,"[0.25,0.5)"
6002036,6002729,0.25,"[0.25,0.5)"
6002036,6002763,0.125,"[0.125,0.25)"
6002036,6002764,0.125,"[0.125,0.25)"
6002037,6002014,0.25,"[0.25,0.5)"
6002037,6002015,0.125,"[0.125,0.25)"
6002037,6002016,0.125,"[0.125,0.25)"
6002037,6002032,0.5,"[0.5,1)"
6002037,6002033,0.25,"[0.25,0.5)"
6002037,6002034,0.5,"[0.5,1)"
6002037,6002035,0.5,"[0.5,1)"
6002037,6002036,0.5,"[0.5,1)"
6002037,6002077,0.25,"[0.25,0.5)"
6002037,6002078,0.25,"[0.25,0.5)"
6002037,6002079,0.125,"[0.125,0.25)"
6002037,6002080,0.125,"[0.125,0.25)"
6002037,6002726,0.125,"[0.125,0.25)"
6002037,6002727,0.125,"[0.125,0.25)"
6002037,6002728,0.25,"[0.25,0.5)"
6002037,6002729,0.25,"[0.25,0.5)"
6002037,6002763,0.125,"[0.125,0.25)"
6002037,6002764,0.125,"[0.125,0.25)"
6002038,6002040,0.5,"[0.5,1)"
6002038,6002041,0.5,"[0.5,1)"
6002038,6002042,0.5,"[0.5,1)"
6002038,6002043,0.25,"[0.25,0.5)"
6002038,6002045,0.125,"[0.125,0.25)"
6002038,6002046,0.125,"[0.125,0.25)"
6002038,6002103,0.25,"[0.25,0.5)"
6002038,6002105,0.125,"[0.125,0.25)"
6002038,6002107,0.125,"[0.125,0.25)"
6002038,6002113,0.25,"[0.25,0.5)"
6002038,6002115,0.125,"[0.125,0.25)"
6002038,6002732,0.5,"[0.5,1)"
6002038,6002734,0.25,"[0.25,0.5)"
6002038,6002735,0.25,"[0.25,0.5)"
6002039,6002040,0.5,"[0.5,1)"
6002039,6002041,0.5,"[0.5,1)"
6002039,6002730,0.5,"[0.5,1)"
6002039,6002731,0.5,"[0.5,1)"
6002040,6002038,0.5,"[0.5,1)"
6002040,6002039,0.5,"[0.5,1)"
6002040,6002041,0.5,"[0.5,1)"
6002040,6002042,0.25,"[0.25,0.5)"
6002040,6002043,0.125,"[0.125,0.25)"
6002040,6002045,0.0625,"[0,0.125)"
6002040,6002046,0.0625,"[0,0.125)"
6002040,6002103,0.125,"[0.125,0.25)"
6002040,6002105,0.0625,"[0,0.125)"
6002040,6002107,0.0625,"[0,0.125)"
6002040,6002113,0.125,"[0.125,0.25)"
6002040,6002115,0.0625,"[0,0.125)"
6002040,6002730,0.25,"[0.25,0.5)"
6002040,6002731,0.25,"[0.25,0.5)"
6002040,6002732,0.25,"[0.25,0.5)"
6002040,6002734,0.125,"[0.125,0.25)"
6002040,6002735,0.125,"[0.125,0.25)"
6002041,6002038,0.5,"[0.5,1)"
6002041,6002039,0.5,"[0.5,1)"
6002041,6002040,0.5,"[0.5,1)"
6002041,6002042,0.25,"[0.25,0.5)"
6002041,6002043,0.125,"[0.125,0.25)"
6002041,6002045,0.0625,"[0,0.125)"
6002041,6002046,0.0625,"[0,0.125)"
6002041,6002103,0.125,"[0.125,0.25)"
6002041,6002105,0.0625,"[0,0.125)"
6002041,6002107,0.0625,"[0,0.125)"
6002041,6002113,0.125,"[0.125,0.25)"
6002041,6002115,0.0625,"[0,0.125)"
6002041,6002730,0.25,"[0.25,0.5)"
6002041,6002731,0.25,"[0.25,0.5)"
6002041,6002732,0.25,"[0.25,0.5)"
6002041,6002734,0.125,"[0.125,0.25)"
6002041,6002735,0.125,"[0.125,0.25)"
6002042,6002038,0.5,"[0.5,1)"
6002042,6002040,0.25,"[0.25,0.5)"
6002042,6002041,0.25,"[0.25,0.5)"
6002042,6002043,0.5,"[0.5,1)"
6002042,6002045,0.25,"[0.25,0.5)"
6002042,6002046,0.25,"[0.25,0.5)"
6002042,6002103,0.5,"[0.5,1)"
6002042,6002105,0.25,"[0.25,0.5)"
6002042,6002107,0.25,"[0.25,0.5)"
6002042,6002113,0.5,"[0.5,1)"
6002042,6002115,0.25,"[0.25,0.5)"
6002042,6002734,0.5,"[0.5,1)"
6002042,6002735,0.5,"[0.5,1)"
6002043,6002038,0.25,"[0.25,0.5)"
6002043,6002040,0.125,"[0.125,0.25)"
6002043,6002041,0.125,"[0.125,0.25)"
6002043,6002042,0.5,"[0.5,1)"
6002043,6002045,0.5,"[0.5,1)"
6002043,6002046,0.5,"[0.5,1)"
6002043,6002103,0.25,"[0.25,0.5)"
6002043,6002105,0.125,"[0.125,0.25)"
6002043,6002107,0.125,"[0.125,0.25)"
6002043,6002113,0.25,"[0.25,0.5)"
6002043,6002115,0.125,"[0.125,0.25)"
6002043,6002733,0.5,"[0.5,1)"
6002043,6002734,0.25,"[0.25,0.5)"
6002043,6002735,0.25,"[0.25,0.5)"
6002044,6002045,0.5,"[0.5,1)"
6002044,6002046,0.5,"[0.5,1)"
6002044,6002736,0.5,"[0.5,1)"
6002044,6002737,0.5,"[0.5,1)"
6002045,6002038,0.125,"[0.125,0.25)"
6002045,6002040,0.0625,"[0,0.125)"
6002045,6002041,0.0625,"[0,0.125)"
6002045,6002042,0.25,"[0.25,0.5)"
6002045,6002043,0.5,"[0.5,1)"
6002045,6002044,0.5,"[0.5,1)"
6002045,6002046,0.5,"[0.5,1)"
6002045,6002103,0.125,"[0.125,0.25)"
6002045,6002105,0.0625,"[0,0.125)"
6002045,6002107,0.0625,"[0,0.125)"
6002045,6002113,0.125,"[0.125,0.25)"
6002045,6002115,0.0625,"[0,0.125)"
6002045,6002733,0.25,"[0.25,0.5)"
6002045,6002734,0.125,"[0.125,0.25)"
6002045,6002735,0.125,"[0.125,0.25)"
6002045,6002736,0.25,"[0.25,0.5)"
6002045,6002737,0.25,"[0.25,0.5)"
6002046,6002038,0.125,"[0.125,0.25)"
6002046,6002040,0.0625,"[0,0.125)"
6002046,6002041,0.0625,"[0,0.125)"
6002046,6002042,0.25,"[0.25,0.5)"
6002046,6002043,0.5,"[0.5,1)"
6002046,6002044,0.5,"[0.5,1)"
6002046,6002045,0.5,"[0.5,1)"
6002046,6002103,0.125,"[0.125,0.25)"
6002046,6002105,0.0625,"[0,0.125)"
6002046,6002107,0.0625,"[0,0.125)"
6002046,6002113,0.125,"[0.125,0.25)"
6002046,6002115,0.0625,"[0,0.125)"
6002046,6002733,0.25,"[0.25,0.5)"
6002046,6002734,0.125,"[0.125,0.25)"
6002046,6002735,0.125,"[0.125,0.25)"
6002046,6002736,0.25,"[0.25,0.5)"
6002046,6002737,0.25,"[0.25,0.5)"
6002047,6002048,0.5,"[0.5,1)"
6002047,6002163,0.5,"[0.5,1)"
6002047,6002164,0.5,"[0.5,1)"
6002047,6002165,0.25,"[0.25,0.5)"
6002047,6002738,0.5,"[0.5,1)"
6002047,6002826,0.25,"[0.25,0.5)"
6002047,6002827,0.25,"[0.25,0.5)"
6002048,6002047,0.5,"[0.5,1)"
6002048,6002163,0.25,"[0.25,0.5)"
6002048,6002164,0.25,"[0.25,0.5)"
6002048,6002165,0.125,"[0.125,0.25)"
6002048,6002738,0.25,"[0.25,0.5)"
6002048,6002739,0.5,"[0.5,1)"
6002048,6002826,0.125,"[0.125,0.25)"
6002048,6002827,0.125,"[0.125,0.25)"
6002049,6002051,0.5,"[0.5,1)"
6002049,6002740,0.5,"[0.5,1)"
6002049,6002741,0.5,"[0.5,1)"
6002050,6002051,0.5,"[0.5,1)"
6002050,6002082,0.5,"[0.5,1)"
6002050,6002083,0.25,"[0.25,0.5)"
6002050,6002245,0.5,"[0.5,1)"
6002050,6002247,0.25,"[0.25,0.5)"
6002050,6002248,0.25,"[0.25,0.5)"
6002050,6002249,0.125,"[0.125,0.25)"
6002050,6002250,0.125,"[0.125,0.25)"
6002050,6002742,0.5,"[0.5,1)"
6002050,6002896,0.25,"[0.25,0.5)"
6002050,6002897,0.25,"[0.25,0.5)"
6002051,6002049,0.5,"[0.5,1)"
6002051,6002050,0.5,"[0.5,1)"
6002051,6002082,0.25,"[0.25,0.5)"
6002051,6002083,0.125,"[0.125,0.25)"
6002051,6002245,0.25,"[0.25,0.5)"
6002051,6002247,0.125,"[0.125,0.25)"
6002051,6002248,0.125,"[0.125,0.25)"
6002051,6002249,0.0625,"[0,0.125)"
6002051,6002250,0.0625,"[0,0.125)"
6002051,6002740,0.25,"[0.25,0.5)"
6002051,6002741,0.25,"[0.25,0.5)"
6002051,6002742,0.25,"[0.25,0.5)"
6002051,6002896,0.125,"[0.125,0.25)"
6002051,6002897,0.125,"[0.125,0.25)"
6002052,6002054,0.5,"[0.5,1)"
6002052,6002139,0.5,"[0.5,1)"
6002052,6002140,0.5,"[0.5,1)"
6002052,6002141,0.5,"[0.5,1)"
6002052,6002142,0.25,"[0.25,0.5)"
6002052,6002143,0.5,"[0.5,1)"
6002052,6002144,0.5,"[0.5,1)"
6002052,6002274,0.5,"[0.5,1)"
6002052,6002275,0.25,"[0.25,0.5)"
6002052,6002276,0.25,"[0.25,0.5)"
6002052,6002743,0.5,"[0.5,1)"
6002052,6002810,0.25,"[0.25,0.5)"
6002052,6002811,0.25,"[0.25,0.5)"
6002053,6002054,0.5,"[0.5,1)"
6002053,6002744,0.5,"[0.5,1)"
6002053,6002745,0.5,"[0.5,1)"
6002054,6002052,0.5,"[0.5,1)"
6002054,6002053,0.5,"[0.5,1)"
6002054,6002139,0.25,"[0.25,0.5)"
6002054,6002140,0.25,"[0.25,0.5)"
6002054,6002141,0.25,"[0.25,0.5)"
6002054,6002142,0.125,"[0.125,0.25)"
6002054,6002143,0.25,"[0.25,0.5)"
6002054,6002144,0.25,"[0.25,0.5)"
6002054,6002274,0.25,"[0.25,0.5)"
6002054,6002275,0.125,"[0.125,0.25)"
6002054,6002276,0.125,"[0.125,0.25)"
6002054,6002743,0.25,"[0.25,0.5)"
6002054,6002744,0.25,"[0.25,0.5)"
6002054,6002745,0.25,"[0.25,0.5)"
6002054,6002810,0.125,"[0.125,0.25)"
6002054,6002811,0.125,"[0.125,0.25)"
6002055,6002057,0.5,"[0.5,1)"
6002055,6002058,0.5,"[0.5,1)"
6002055,6002746,0.5,"[0.5,1)"
6002055,6002747,0.5,"[0.5,1)"
6002056,6002017,0.25,"[0.25,0.5)"
6002056,6002019,0.125,"[0.125,0.25)"
6002056,6002020,0.125,"[0.125,0.25)"
6002056,6002021,0.125,"[0.125,0.25)"
6002056,6002057,0.5,"[0.5,1)"
6002056,6002058,0.5,"[0.5,1)"
6002056,6002153,0.25,"[0.25,0.5)"
6002056,6002156,0.125,"[0.125,0.25)"
6002056,6002158,0.125,"[0.125,0.25)"
6002056,6002159,0.0625,"[0,0.125)"
6002056,6002160,0.0625,"[0,0.125)"
6002056,6002374,0.5,"[0.5,1)"
6002056,6002375,0.25,"[0.25,0.5)"
6002056,6002376,0.25,"[0.25,0.5)"
6002056,6002427,0.25,"[0.25,0.5)"
6002056,6002428,0.125,"[0.125,0.25)"
6002056,6002429,0.125,"[0.125,0.25)"
6002056,6002481,0.5,"[0.5,1)"
6002056,6002482,0.5,"[0.5,1)"
6002056,6002483,0.5,"[0.5,1)"
6002056,6002485,0.25,"[0.25,0.5)"
6002056,6002489,0.25,"[0.25,0.5)"
6002056,6002492,0.125,"[0.125,0.25)"
6002056,6002494,0.125,"[0.125,0.25)"
6002056,6002495,0.0625,"[0,0.125)"
6002056,6002496,0.0625,"[0,0.125)"
6002056,6002711,0.25,"[0.25,0.5)"
6002056,6002712,0.25,"[0.25,0.5)"
6002056,6003061,0.25,"[0.25,0.5)"
6002056,6003062,0.25,"[0.25,0.5)"
6002057,6002017,0.125,"[0.125,0.25)"
6002057,6002019,0.0625,"[0,0.125)"
6002057,6002020,0.0625,"[0,0.125)"
6002057,6002021,0.0625,"[0,0.125)"
6002057,6002055,0.5,"[0.5,1)"
6002057,6002056,0.5,"[0.5,1)"
6002057,6002058,0.5,"[0.5,1)"
6002057,6002153,0.125,"[0.125,0.25)"
6002057,6002156,0.0625,"[0,0.125)"
6002057,6002158,0.0625,"[0,0.125)"
6002057,6002159,0.03125,"[0,0.125)"
6002057,6002160,0.03125,"[0,0.125)"
6002057,6002374,0.25,"[0.25,0.5)"
6002057,6002375,0.125,"[0.125,0.25)"
6002057,6002376,0.125,"[0.125,0.25)"
6002057,6002427,0.125,"[0.125,0.25)"
6002057,6002428,0.0625,"[0,0.125)"
6002057,6002429,0.0625,"[0,0.125)"
6002057,6002481,0.25,"[0.25,0.5)"
6002057,6002482,0.25,"[0.25,0.5)"
6002057,6002483,0.25,"[0.25,0.5)"
6002057,6002485,0.125,"[0.125,0.25)"
6002057,6002489,0.125,"[0.125,0.25)"
6002057,6002492,0.0625,"[0,0.125)"
6002057,6002494,0.0625,"[0,0.125)"
6002057,6002495,0.03125,"[0,0.125)"
6002057,6002496,0.03125,"[0,0.125)"
6002057,6002711,0.125,"[0.125,0.25)"
6002057,6002712,0.125,"[0.125,0.25)"
6002057,6002746,0.25,"[0.25,0.5)"
6002057,6002747,0.25,"[0.25,0.5)"
6002057,6003061,0.125,"[0.125,0.25)"
6002057,6003062,0.125,"[0.125,0.25)"
6002058,6002017,0.125,"[0.125,0.25)"
6002058,6002019,0.0625,"[0,0.125)"
6002058,6002020,0.0625,"[0,0.125)"
6002058,6002021,0.0625,"[0,0.125)"
6002058,6002055,0.5,"[0.5,1)"
6002058,6002056,0.5,"[0.5,1)"
6002058,6002057,0.5,"[0.5,1)"
6002058,6002153,0.125,"[0.125,0.25)"
6002058,6002156,0.0625,"[0,0.125)"
6002058,6002158,0.0625,"[0,0.125)"
6002058,6002159,0.03125,"[0,0.125)"
6002058,6002160,0.03125,"[0,0.125)"
6002058,6002374,0.25,"[0.25,0.5)"
6002058,6002375,0.125,"[0.125,0.25)"
6002058,6002376,0.125,"[0.125,0.25)"
6002058,6002427,0.125,"[0.125,0.25)"
6002058,6002428,0.0625,"[0,0.125)"
6002058,6002429,0.0625,"[0,0.125)"
6002058,6002481,0.25,"[0.25,0.5)"
6002058,6002482,0.25,"[0.25,0.5)"
6002058,6002483,0.25,"[0.25,0.5)"
6002058,6002485,0.125,"[0.125,0.25)"
6002058,6002489,0.125,"[0.125,0.25)"
6002058,6002492,0.0625,"[0,0.125)"
6002058,6002494,0.0625,"[0,0.125)"
6002058,6002495,0.03125,"[0,0.125)"
6002058,6002496,0.03125,"[0,0.125)"
6002058,6002711,0.125,"[0.125,0.25)"
6002058,6002712,0.125,"[0.125,0.25)"
6002058,6002746,0.25,"[0.25,0.5)"
6002058,6002747,0.25,"[0.25,0.5)"
6002058,6003061,0.125,"[0.125,0.25)"
6002058,6003062,0.125,"[0.125,0.25)"
6002059,6002061,0.5,"[0.5,1)"
6002059,6002063,0.5,"[0.5,1)"
6002059,6002065,0.25,"[0.25,0.5)"
6002059,6002066,0.25,"[0.25,0.5)"
6002059,6002067,0.25,"[0.25,0.5)"
6002059,6002122,0.5,"[0.5,1)"
6002059,6002123,0.25,"[0.25,0.5)"
6002059,6002150,0.125,"[0.125,0.25)"
6002059,6002152,0.0625,"[0,0.125)"
6002059,6002188,0.5,"[0.5,1)"
6002059,6002189,0.5,"[0.5,1)"
6002059,6002190,0.25,"[0.25,0.5)"
6002059,6002220,0.125,"[0.125,0.25)"
6002059,6002221,0.0625,"[0,0.125)"
6002059,6002222,0.0625,"[0,0.125)"
6002059,6002490,0.25,"[0.25,0.5)"
6002059,6002491,0.125,"[0.125,0.25)"
6002059,6002492,0.0625,"[0,0.125)"
6002059,6002494,0.0625,"[0,0.125)"
6002059,6002495,0.03125,"[0,0.125)"
6002059,6002496,0.03125,"[0,0.125)"
6002059,6002748,0.5,"[0.5,1)"
6002059,6002844,0.25,"[0.25,0.5)"
6002059,6002845,0.25,"[0.25,0.5)"
6002060,6002022,0.5,"[0.5,1)"
6002060,6002024,0.25,"[0.25,0.5)"
6002060,6002025,0.25,"[0.25,0.5)"
6002060,6002061,0.5,"[0.5,1)"
6002060,6002063,0.5,"[0.5,1)"
6002060,6002065,0.25,"[0.25,0.5)"
6002060,6002066,0.25,"[0.25,0.5)"
6002060,6002067,0.25,"[0.25,0.5)"
6002060,6002257,0.5,"[0.5,1)"
6002060,6002259,0.25,"[0.25,0.5)"
6002060,6002260,0.25,"[0.25,0.5)"
6002060,6002261,0.25,"[0.25,0.5)"
6002060,6002715,0.5,"[0.5,1)"
6002060,6002716,0.5,"[0.5,1)"
6002061,6002022,0.25,"[0.25,0.5)"
6002061,6002024,0.125,"[0.125,0.25)"
6002061,6002025,0.125,"[0.125,0.25)"
6002061,6002059,0.5,"[0.5,1)"
6002061,6002060,0.5,"[0.5,1)"
6002061,6002063,0.5,"[0.5,1)"
6002061,6002065,0.5,"[0.5,1)"
6002061,6002066,0.5,"[0.5,1)"
6002061,6002067,0.25,"[0.25,0.5)"
6002061,6002122,0.25,"[0.25,0.5)"
6002061,6002123,0.125,"[0.125,0.25)"
6002061,6002150,0.0625,"[0,0.125)"
6002061,6002152,0.03125,"[0,0.125)"
6002061,6002188,0.25,"[0.25,0.5)"
6002061,6002189,0.25,"[0.25,0.5)"
6002061,6002190,0.125,"[0.125,0.25)"
6002061,6002220,0.0625,"[0,0.125)"
6002061,6002221,0.03125,"[0,0.125)"
6002061,6002222,0.03125,"[0,0.125)"
6002061,6002257,0.25,"[0.25,0.5)"
6002061,6002259,0.125,"[0.125,0.25)"
6002061,6002260,0.125,"[0.125,0.25)"
6002061,6002261,0.125,"[0.125,0.25)"
6002061,6002490,0.125,"[0.125,0.25)"
6002061,6002491,0.0625,"[0,0.125)"
6002061,6002492,0.03125,"[0,0.125)"
6002061,6002494,0.03125,"[0,0.125)"
6002061,6002495,0.015625,"[0,0.125)"
6002061,6002496,0.015625,"[0,0.125)"
6002061,6002715,0.25,"[0.25,0.5)"
6002061,6002716,0.25,"[0.25,0.5)"
6002061,6002748,0.25,"[0.25,0.5)"
6002061,6002844,0.125,"[0.125,0.25)"
6002061,6002845,0.125,"[0.125,0.25)"
6002062,6002065,0.5,"[0.5,1)"
6002062,6002066,0.5,"[0.5,1)"
6002062,6002749,0.5,"[0.5,1)"
6002062,6002750,0.5,"[0.5,1)"
6002063,6002022,0.25,"[0.25,0.5)"
6002063,6002024,0.125,"[0.125,0.25)"
6002063,6002025,0.125,"[0.125,0.25)"
6002063,6002059,0.5,"[0.5,1)"
6002063,6002060,0.5,"[0.5,1)"
6002063,6002061,0.5,"[0.5,1)"
6002063,6002065,0.25,"[0.25,0.5)"
6002063,6002066,0.25,"[0.25,0.5)"
6002063,6002067,0.5,"[0.5,1)"
6002063,6002122,0.25,"[0.25,0.5)"
6002063,6002123,0.125,"[0.125,0.25)"
6002063,6002150,0.0625,"[0,0.125)"
6002063,6002152,0.03125,"[0,0.125)"
6002063,6002188,0.25,"[0.25,0.5)"
6002063,6002189,0.25,"[0.25,0.5)"
6002063,6002190,0.125,"[0.125,0.25)"
6002063,6002220,0.0625,"[0,0.125)"
6002063,6002221,0.03125,"[0,0.125)"
6002063,6002222,0.03125,"[0,0.125)"
6002063,6002257,0.25,"[0.25,0.5)"
6002063,6002259,0.125,"[0.125,0.25)"
6002063,6002260,0.125,"[0.125,0.25)"
6002063,6002261,0.125,"[0.125,0.25)"
6002063,6002490,0.125,"[0.125,0.25)"
6002063,6002491,0.0625,"[0,0.125)"
6002063,6002492,0.03125,"[0,0.125)"
6002063,6002494,0.03125,"[0,0.125)"
6002063,6002495,0.015625,"[0,0.125)"
6002063,6002496,0.015625,"[0,0.125)"
6002063,6002715,0.25,"[0.25,0.5)"
6002063,6002716,0.25,"[0.25,0.5)"
6002063,6002748,0.25,"[0.25,0.5)"
6002063,6002844,0.125,"[0.125,0.25)"
6002063,6002845,0.125,"[0.125,0.25)"
6002064,6002067,0.5,"[0.5,1)"
6002064,6002751,0.5,"[0.5,1)"
6002064,6002752,0.5,"[0.5,1)"
6002065,6002022,0.125,"[0.125,0.25)"
6002065,6002024,0.0625,"[0,0.125)"
6002065,6002025,0.0625,"[0,0.125)"
6002065,6002059,0.25,"[0.25,0.5)"
6002065,6002060,0.25,"[0.25,0.5)"
6002065,6002061,0.5,"[0.5,1)"
6002065,6002062,0.5,"[0.5,1)"
6002065,6002063,0.25,"[0.25,0.5)"
6002065,6002066,0.5,"[0.5,1)"
6002065,6002067,0.125,"[0.125,0.25)"
6002065,6002122,0.125,"[0.125,0.25)"
6002065,6002123,0.0625,"[0,0.125)"
6002065,6002150,0.03125,"[0,0.125)"
6002065,6002152,0.015625,"[0,0.125)"
6002065,6002188,0.125,"[0.125,0.25)"
6002065,6002189,0.125,"[0.125,0.25)"
6002065,6002190,0.0625,"[0,0.125)"
6002065,6002220,0.03125,"[0,0.125)"
6002065,6002221,0.015625,"[0,0.125)"
6002065,6002222,0.015625,"[0,0.125)"
6002065,6002257,0.125,"[0.125,0.25)"
6002065,6002259,0.0625,"[0,0.125)"
6002065,6002260,0.0625,"[0,0.125)"
6002065,6002261,0.0625,"[0,0.125)"
6002065,6002490,0.0625,"[0,0.125)"
6002065,6002491,0.03125,"[0,0.125)"
6002065,6002492,0.015625,"[0,0.125)"
6002065,6002494,0.015625,"[0,0.125)"
6002065,6002495,0.0078125,"[0,0.125)"
6002065,6002496,0.0078125,"[0,0.125)"
6002065,6002715,0.125,"[0.125,0.25)"
6002065,6002716,0.125,"[0.125,0.25)"
6002065,6002748,0.125,"[0.125,0.25)"
6002065,6002749,0.25,"[0.25,0.5)"
6002065,6002750,0.25,"[0.25,0.5)"
6002065,6002844,0.0625,"[0,0.125)"
6002065,6002845,0.0625,"[0,0.125)"
6002066,6002022,0.125,"[0.125,0.25)"
6002066,6002024,0.0625,"[0,0.125)"
6002066,6002025,0.0625,"[0,0.125)"
6002066,6002059,0.25,"[0.25,0.5)"
6002066,6002060,0.25,"[0.25,0.5)"
6002066,6002061,0.5,"[0.5,1)"
6002066,6002062,0.5,"[0.5,1)"
6002066,6002063,0.25,"[0.25,0.5)"
6002066,6002065,0.5,"[0.5,1)"
6002066,6002067,0.125,"[0.125,0.25)"
6002066,6002122,0.125,"[0.125,0.25)"
6002066,6002123,0.0625,"[0,0.125)"
6002066,6002150,0.03125,"[0,0.125)"
6002066,6002152,0.015625,"[0,0.125)"
6002066,6002188,0.125,"[0.125,0.25)"
6002066,6002189,0.125,"[0.125,0.25)"
6002066,6002190,0.0625,"[0,0.125)"
6002066,6002220,0.03125,"[0,0.125)"
6002066,6002221,0.015625,"[0,0.125)"
6002066,6002222,0.015625,"[0,0.125)"
6002066,6002257,0.125,"[0.125,0.25)"
6002066,6002259,0.0625,"[0,0.125)"
6002066,6002260,0.0625,"[0,0.125)"
6002066,6002261,0.0625,"[0,0.125)"
6002066,6002490,0.0625,"[0,0.125)"
6002066,6002491,0.03125,"[0,0.125)"
6002066,6002492,0.015625,"[0,0.125)"
6002066,6002494,0.015625,"[0,0.125)"
6002066,6002495,0.0078125,"[0,0.125)"
6002066,6002496,0.0078125,"[0,0.125)"
6002066,6002715,0.125,"[0.125,0.25)"
6002066,6002716,0.125,"[0.125,0.25)"
6002066,6002748,0.125,"[0.125,0.25)"
6002066,6002749,0.25,"[0.25,0.5)"
6002066,6002750,0.25,"[0.25,0.5)"
6002066,6002844,0.0625,"[0,0.125)"
6002066,6002845,0.0625,"[0,0.125)"
6002067,6002022,0.125,"[0.125,0.25)"
6002067,6002024,0.0625,"[0,0.125)"
6002067,6002025,0.0625,"[0,0.125)"
6002067,6002059,0.25,"[0.25,0.5)"
6002067,6002060,0.25,"[0.25,0.5)"
6002067,6002061,0.25,"[0.25,0.5)"
6002067,6002063,0.5,"[0.5,1)"
6002067,6002064,0.5,"[0.5,1)"
6002067,6002065,0.125,"[0.125,0.25)"
6002067,6002066,0.125,"[0.125,0.25)"
6002067,6002122,0.125,"[0.125,0.25)"
6002067,6002123,0.0625,"[0,0.125)"
6002067,6002150,0.03125,"[0,0.125)"
6002067,6002152,0.015625,"[0,0.125)"
6002067,6002188,0.125,"[0.125,0.25)"
6002067,6002189,0.125,"[0.125,0.25)"
6002067,6002190,0.0625,"[0,0.125)"
6002067,6002220,0.03125,"[0,0.125)"
6002067,6002221,0.015625,"[0,0.125)"
6002067,6002222,0.015625,"[0,0.125)"
6002067,6002257,0.125,"[0.125,0.25)"
6002067,6002259,0.0625,"[0,0.125)"
6002067,6002260,0.0625,"[0,0.125)"
6002067,6002261,0.0625,"[0,0.125)"
6002067,6002490,0.0625,"[0,0.125)"
6002067,6002491,0.03125,"[0,0.125)"
6002067,6002492,0.015625,"[0,0.125)"
6002067,6002494,0.015625,"[0,0.125)"
6002067,6002495,0.0078125,"[0,0.125)"
6002067,6002496,0.0078125,"[0,0.125)"
6002067,6002715,0.125,"[0.125,0.25)"
6002067,6002716,0.125,"[0.125,0.25)"
6002067,6002748,0.125,"[0.125,0.25)"
6002067,6002751,0.25,"[0.25,0.5)"
6002067,6002752,0.25,"[0.25,0.5)"
6002067,6002844,0.0625,"[0,0.125)"
6002067,6002845,0.0625,"[0,0.125)"
6002068,6002071,0.5,"[0.5,1)"
6002068,6002072,0.5,"[0.5,1)"
6002068,6002074,0.25,"[0.25,0.5)"
6002068,6002075,0.25,"[0.25,0.5)"
6002068,6002753,0.5,"[0.5,1)"
6002068,6002754,0.5,"[0.5,1)"
6002069,6002070,0.5,"[0.5,1)"
6002069,6002071,0.25,"[0.25,0.5)"
6002069,6002072,0.25,"[0.25,0.5)"
6002069,6002074,0.125,"[0.125,0.25)"
6002069,6002075,0.125,"[0.125,0.25)"
6002069,6002096,0.5,"[0.5,1)"
6002069,6002097,0.25,"[0.25,0.5)"
6002069,6002098,0.25,"[0.25,0.5)"
6002069,6002755,0.5,"[0.5,1)"
6002069,6002756,0.5,"[0.5,1)"
6002070,6002069,0.5,"[0.5,1)"
6002070,6002071,0.5,"[0.5,1)"
6002070,6002072,0.5,"[0.5,1)"
6002070,6002074,0.25,"[0.25,0.5)"
6002070,6002075,0.25,"[0.25,0.5)"
